personLabel	assocLabel	birthDate	startDate	groupBirthPlaceLabel	groupGenreLabels	groupLabelLabels
Kiyoshiro Imawano	Ryuichi Sakamoto	1951-04-02	1968.0	Nakano, Tokyo	Folk rock|Rhythm and blues	Avex Group|EMI Music Japan|Polydor Records|Universal Music Group|Warner Music Group
Kiyoshiro Imawano	Shigeru Izumiya	1951-04-02	1968.0	Nakano, Tokyo	Folk rock|Rhythm and blues	Avex Group|EMI Music Japan|Polydor Records|Universal Music Group|Warner Music Group
Kiyoshiro Imawano	Kazutoki Umezu	1951-04-02	1968.0	Nakano, Tokyo	Folk rock|Rhythm and blues	Avex Group|EMI Music Japan|Polydor Records|Universal Music Group|Warner Music Group
Kiyoshiro Imawano	Leyona	1951-04-02	1968.0	Nakano, Tokyo	Folk rock|Rhythm and blues	Avex Group|EMI Music Japan|Polydor Records|Universal Music Group|Warner Music Group
Kiyoshiro Imawano	Haruomi Hosono	1951-04-02	1968.0	Nakano, Tokyo	Folk rock|Rhythm and blues	Avex Group|EMI Music Japan|Polydor Records|Universal Music Group|Warner Music Group
Kiyoshiro Imawano	Fuyumi Sakamoto	1951-04-02	1968.0	Nakano, Tokyo	Folk rock|Rhythm and blues	Avex Group|EMI Music Japan|Polydor Records|Universal Music Group|Warner Music Group
Simone (actress)	Andrew Lloyd Webber	1962-09-12	1980.0	Mount Vernon, New York	Acid jazz|Broadway theatre|Contemporary R&B|Folk music|Jazz music|Neo soul|Traditional pop	
Simone (actress)	Nina Simone	1962-09-12	1980.0	Mount Vernon, New York	Acid jazz|Broadway theatre|Contemporary R&B|Folk music|Jazz music|Neo soul|Traditional pop	
Stan Kenton	Anita O'Day	1911-12-15	1930.0	Wichita, Kansas	Progressive jazz|Swing music|West Coast jazz	Capitol Records|Decca Records
Stan Kenton	Zoot Sims	1911-12-15	1930.0	Wichita, Kansas	Progressive jazz|Swing music|West Coast jazz	Capitol Records|Decca Records
Stan Kenton	June Christy	1911-12-15	1930.0	Wichita, Kansas	Progressive jazz|Swing music|West Coast jazz	Capitol Records|Decca Records
Stan Kenton	Maynard Ferguson	1911-12-15	1930.0	Wichita, Kansas	Progressive jazz|Swing music|West Coast jazz	Capitol Records|Decca Records
Stan Kenton	Art Pepper	1911-12-15	1930.0	Wichita, Kansas	Progressive jazz|Swing music|West Coast jazz	Capitol Records|Decca Records
Stan Kenton	Gerry Mulligan	1911-12-15	1930.0	Wichita, Kansas	Progressive jazz|Swing music|West Coast jazz	Capitol Records|Decca Records
Stan Kenton	Chris Connor	1911-12-15	1930.0	Wichita, Kansas	Progressive jazz|Swing music|West Coast jazz	Capitol Records|Decca Records
Paul Smith (pianist)	Anita O'Day	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Dizzy Gillespie	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Ella Fitzgerald	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Stan Kenton	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Steve Allen	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Dinah Shore	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Mel Tormé	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Buddy DeFranco	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Les Paul	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Tommy Dorsey	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Louie Bellson	1922-04-17		San Diego	Bebop|Jazz	
Paul Smith (pianist)	Johnny Richards	1922-04-17		San Diego	Bebop|Jazz	
Tim Rice	Andrew Lloyd Webber	1944-11-10	1965.0			
Tim Rice	Cliff Richard	1944-11-10	1965.0			
Tim Rice	Elton John	1944-11-10	1965.0			
Tim Rice	Benny Andersson	1944-11-10	1965.0			
Tim Rice	Björn Ulvaeus	1944-11-10	1965.0			
Tim Rice	Alan Menken	1944-11-10	1965.0			
Tim Rice	Stephen Oliver (composer)	1944-11-10	1965.0			
Mike Leander	Andrew Lloyd Webber	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Shirley Bassey	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Gene Pitney	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Marc Bolan	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Roy Orbison	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Peter Frampton	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Gary Glitter	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Brian Jones	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Joe Cocker	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Lulu (singer)	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Van Morrison	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Alan Price	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Jimmy Page	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Keith Richards	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Marianne Faithfull	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Tim Rice	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	David McWilliams (musician)	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Mike Leander	Billy Fury	1941-06-30	1963.0			Atlantic Records|Bell Records (UK)|Decca Records|MCA Records
Luis Cobos	Antonio Banderas		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Miguel Ríos		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Paco de Lucía		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Pastora Soler		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Marta Sánchez		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Malú		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Nino Bravo		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Ana Belén		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Antonio Flores		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Julio Iglesias		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Arturo Sandoval		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	José Carreras		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Plácido Domingo		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Ana Torroja		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Sara Montiel		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Tino Casal		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Isabel Pantoja		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Joaquín Sabina		1982.0		Classical Music	Sony Music|Universal Music Group
Luis Cobos	Paloma San Basilio		1982.0		Classical Music	Sony Music|Universal Music Group
Tom Hambridge	Ashley Judd	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Chuck Berry	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Danny Gokey	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Wayne Baker Brooks	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Jonny Lang	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Jeffrey Steele	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Bo Diddley	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Meat Loaf	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Rodney Atkins	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Quinn Sullivan	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Joanna Smith	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Jim Suhler	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Billy Gibbons	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Billy Ray Cyrus	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Buddy Guy	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Joe Louis Walker	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Steve Cropper	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Tommy Castro	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Joe Nichols	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Marty Sammon	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Guitar Shorty	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Gretchen Wilson	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Felix Cavaliere	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Delbert McClinton	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Johnny Winter	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Jack Ingram	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Keith Anderson	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Shemekia Copeland	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Tom Hambridge	Taylor Hicks	1960-12-20		Buffalo, New York	Blues|Country music|Rock music	EMI Music Publishing
Gene Krupa	Anita O'Day	1909-01-15	1920.0	Chicago	Dixieland|Jazz|Swing music	
Gene Krupa	Benny Goodman	1909-01-15	1920.0	Chicago	Dixieland|Jazz|Swing music	
Gene Krupa	Eddie Condon	1909-01-15	1920.0	Chicago	Dixieland|Jazz|Swing music	
Gene Krupa	Louie Bellson	1909-01-15	1920.0	Chicago	Dixieland|Jazz|Swing music	
Bill Dowdy	Anita O'Day	1933-08-15	1949.0			
Bill Dowdy	Johnny Griffin	1933-08-15	1949.0			
Bill Dowdy	Lester Young	1933-08-15	1949.0			
Bill Dowdy	Lou Donaldson	1933-08-15	1949.0			
Bill Dowdy	Sonny Stitt	1933-08-15	1949.0			
Bill Dowdy	Nat Adderley	1933-08-15	1949.0			
Max Miller (jazz musician)	Anita O'Day	1911-11-17	1927.0		Jazz	
Max Miller (jazz musician)	Sidney Bechet	1911-11-17	1927.0		Jazz	
Billie Holiday	Ella Fitzgerald	1915-04-07	1933.0	Philadelphia	Blues|Jazz blues|R&B|Swing music|Torch song|Vocal jazz	Aladdin Records|Bluebird Records|Brunswick Records|Capitol Records|Columbia Records|Commodore Records|Decca Records|MGM Records|Okeh Records|Verve Records|Vocalion Records
Billie Holiday	Artie Shaw	1915-04-07	1933.0	Philadelphia	Blues|Jazz blues|R&B|Swing music|Torch song|Vocal jazz	Aladdin Records|Bluebird Records|Brunswick Records|Capitol Records|Columbia Records|Commodore Records|Decca Records|MGM Records|Okeh Records|Verve Records|Vocalion Records
Billie Holiday	Sarah Vaughan	1915-04-07	1933.0	Philadelphia	Blues|Jazz blues|R&B|Swing music|Torch song|Vocal jazz	Aladdin Records|Bluebird Records|Brunswick Records|Capitol Records|Columbia Records|Commodore Records|Decca Records|MGM Records|Okeh Records|Verve Records|Vocalion Records
Billie Holiday	Lester Young	1915-04-07	1933.0	Philadelphia	Blues|Jazz blues|R&B|Swing music|Torch song|Vocal jazz	Aladdin Records|Bluebird Records|Brunswick Records|Capitol Records|Columbia Records|Commodore Records|Decca Records|MGM Records|Okeh Records|Verve Records|Vocalion Records
Billie Holiday	Louis Armstrong	1915-04-07	1933.0	Philadelphia	Blues|Jazz blues|R&B|Swing music|Torch song|Vocal jazz	Aladdin Records|Bluebird Records|Brunswick Records|Capitol Records|Columbia Records|Commodore Records|Decca Records|MGM Records|Okeh Records|Verve Records|Vocalion Records
Billie Holiday	Carmen McRae	1915-04-07	1933.0	Philadelphia	Blues|Jazz blues|R&B|Swing music|Torch song|Vocal jazz	Aladdin Records|Bluebird Records|Brunswick Records|Capitol Records|Columbia Records|Commodore Records|Decca Records|MGM Records|Okeh Records|Verve Records|Vocalion Records
Billie Holiday	Count Basie	1915-04-07	1933.0	Philadelphia	Blues|Jazz blues|R&B|Swing music|Torch song|Vocal jazz	Aladdin Records|Bluebird Records|Brunswick Records|Capitol Records|Columbia Records|Commodore Records|Decca Records|MGM Records|Okeh Records|Verve Records|Vocalion Records
Billie Holiday	Lena Horne	1915-04-07	1933.0	Philadelphia	Blues|Jazz blues|R&B|Swing music|Torch song|Vocal jazz	Aladdin Records|Bluebird Records|Brunswick Records|Capitol Records|Columbia Records|Commodore Records|Decca Records|MGM Records|Okeh Records|Verve Records|Vocalion Records
Billie Holiday	Tony Scott	1915-04-07	1933.0	Philadelphia	Blues|Jazz blues|R&B|Swing music|Torch song|Vocal jazz	Aladdin Records|Bluebird Records|Brunswick Records|Capitol Records|Columbia Records|Commodore Records|Decca Records|MGM Records|Okeh Records|Verve Records|Vocalion Records
Charlie Parker	Dizzy Gillespie	1920-08-29	1937.0	Kansas City, Kansas	Bebop|Jazz	Columbia Graphophone Company|Dial Records (1946)|Esquire Records (UK)|Mercury Records|Savoy Records|Verve Records|Vogue Records
Charlie Parker	Miles Davis	1920-08-29	1937.0	Kansas City, Kansas	Bebop|Jazz	Columbia Graphophone Company|Dial Records (1946)|Esquire Records (UK)|Mercury Records|Savoy Records|Verve Records|Vogue Records
Charlie Parker	Max Roach	1920-08-29	1937.0	Kansas City, Kansas	Bebop|Jazz	Columbia Graphophone Company|Dial Records (1946)|Esquire Records (UK)|Mercury Records|Savoy Records|Verve Records|Vogue Records
John Coltrane	Dizzy Gillespie	1926-09-23	1945.0	Hamlet, North Carolina	Avant-garde jazz|Free jazz|Hard bop|Modal jazz	Atlantic Records|Blue Note Records|Impulse! Records|Prestige Records
John Coltrane	Eric Dolphy	1926-09-23	1945.0	Hamlet, North Carolina	Avant-garde jazz|Free jazz|Hard bop|Modal jazz	Atlantic Records|Blue Note Records|Impulse! Records|Prestige Records
John Coltrane	Thelonious Monk	1926-09-23	1945.0	Hamlet, North Carolina	Avant-garde jazz|Free jazz|Hard bop|Modal jazz	Atlantic Records|Blue Note Records|Impulse! Records|Prestige Records
John Coltrane	Pharoah Sanders	1926-09-23	1945.0	Hamlet, North Carolina	Avant-garde jazz|Free jazz|Hard bop|Modal jazz	Atlantic Records|Blue Note Records|Impulse! Records|Prestige Records
John Coltrane	Alice Coltrane	1926-09-23	1945.0	Hamlet, North Carolina	Avant-garde jazz|Free jazz|Hard bop|Modal jazz	Atlantic Records|Blue Note Records|Impulse! Records|Prestige Records
Willie Dixon	Chuck Berry	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Lowell Fulson	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Magic Sam	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Sonny Boy Williamson II	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Muddy Waters	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Buddy Guy	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Howlin' Wolf	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Little Walter	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Otis Rush	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Otis Spann	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Willie Dixon	Junior Wells	1915-07-01	1939.0	Vicksburg, Mississippi	Blues|Chicago blues|Gospel music|Jump blues|Rhythm and blues|Rock and roll	Bluesville Records|Checker Records|Chess Records|Cobra Records|Columbia Records|Legacy Records|MCA Records|Verve Records|Yambo Records
Candido Camero	Dizzy Gillespie	1921-04-22		Havana	Afro-Cuban jazz|Disco|Jazz	ABC Records|Blue Note Records|Polydor Records|Roulette Records|Salsoul Records
Candido Camero	Wynton Kelly	1921-04-22		Havana	Afro-Cuban jazz|Disco|Jazz	ABC Records|Blue Note Records|Polydor Records|Roulette Records|Salsoul Records
Candido Camero	Sonny Rollins	1921-04-22		Havana	Afro-Cuban jazz|Disco|Jazz	ABC Records|Blue Note Records|Polydor Records|Roulette Records|Salsoul Records
Dave Holland (drummer)	Glenn Hughes	1948-04-05	1965.0	Wolverhampton	Funk|Hard rock|Heavy metal music	
Dave Holland (drummer)	Tony Iommi	1948-04-05	1965.0	Wolverhampton	Funk|Hard rock|Heavy metal music	
Dave Holland (drummer)	Justin Hayward	1948-04-05	1965.0	Wolverhampton	Funk|Hard rock|Heavy metal music	
Dave Holland (drummer)	Al Atkins	1948-04-05	1965.0	Wolverhampton	Funk|Hard rock|Heavy metal music	
Jim Anderson (sound engineer)	Ella Fitzgerald				Acoustic music|Jazz	
Jim Anderson (sound engineer)	Charles Mingus				Acoustic music|Jazz	
Jim Anderson (sound engineer)	Eubie Blake				Acoustic music|Jazz	
Jim Anderson (sound engineer)	Sonny Rollins				Acoustic music|Jazz	
Keter Betts	Ella Fitzgerald	1928-07-22			Jazz	
Keter Betts	Charlie Byrd	1928-07-22			Jazz	
Keter Betts	Tommy Flanagan	1928-07-22			Jazz	
Mickey Roker	Dizzy Gillespie	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Ella Fitzgerald	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Herbie Hancock	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Bobby Hutcherson	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Stanley Turrentine	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Sarah Vaughan	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Zoot Sims	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Oscar Peterson	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Toshiko Akiyoshi	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Junior Mance	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Bucky Pizzarelli	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Horace Silver	1932-03-09		Miami	Bebop|Hard bop|Jazz	
Mickey Roker	Sonny Rollins	1932-03-09		Miami	Bebop|Hard bop|Jazz	
